"","Time_minute","WATER-1","WATER-2","WATER-G","Total_in"
"70",2001-02-09 17:14:00,0.0104307692307691,0,0,0.0104307692307691
"71",2001-02-10 10:48:00,0.0104307692307692,0,0,0.0104307692307692
"72",2001-02-10 12:11:00,0.0104307692307692,0,0,0.0104307692307692
"73",2001-02-10 12:35:00,0.0104307692307692,0,0,0.0104307692307692
"74",2001-02-10 13:02:00,0.0104307692307692,0,0,0.0104307692307692
"75",2001-02-10 13:37:00,0.0104307692307692,0,0,0.0104307692307692
"76",2001-02-10 14:53:00,0.0104307692307692,0,0,0.0104307692307692
"77",2001-02-15 09:12:00,0.0104307692307692,0,0,0.0104307692307692
"78",2001-02-26 04:59:00,0.0104307692307692,0,0,0.0104307692307692
"79",2001-02-26 11:08:00,0.0208615384615385,0,0,0.0208615384615385
"80",2001-02-26 11:13:00,0.0104307692307692,0,0,0.0104307692307692
"81",2001-02-26 11:18:00,0.0104307692307692,0,0,0.0104307692307692
"82",2001-02-26 11:23:00,0.0104307692307691,0,0,0.0104307692307691
"83",2001-02-26 11:30:00,0.0104307692307692,0,0,0.0104307692307692
"84",2001-02-26 11:37:00,0.0104307692307692,0,0,0.0104307692307692
"85",2001-02-26 11:46:00,0.0104307692307692,0,0,0.0104307692307692
"86",2001-02-26 11:53:00,0.0104307692307692,0,0,0.0104307692307692
"87",2001-02-26 11:59:00,0.0104307692307692,0,0,0.0104307692307692
"88",2001-02-26 12:05:00,0.0104307692307691,0,0,0.0104307692307691
"89",2001-02-26 12:14:00,0.0104307692307692,0,0,0.0104307692307692
"90",2001-02-26 12:22:00,0.0104307692307692,0,0,0.0104307692307692
"91",2001-02-26 12:34:00,0.0104307692307692,0,0,0.0104307692307692
"92",2001-02-26 12:49:00,0.0104307692307692,0,0,0.0104307692307692
"93",2001-02-26 13:07:00,0.0104307692307692,0,0,0.0104307692307692
"94",2001-02-26 13:31:00,0.0104307692307691,0,0,0.0104307692307691
"95",2001-02-26 17:14:00,0.0104307692307692,0,0,0.0104307692307692
"96",2001-02-26 17:57:00,0.0104307692307692,0,0,0.0104307692307692
"97",2001-02-26 18:47:00,0.0104307692307692,0,0,0.0104307692307692
"98",2001-02-26 21:23:00,0.0104307692307692,0,0,0.0104307692307692
"99",2001-02-27 18:23:00,0.0104307692307692,0,0,0.0104307692307692
"100",2001-02-27 21:03:00,0.0104307692307692,0,0,0.0104307692307692
"101",2001-02-27 21:09:00,0.0104307692307692,0,0,0.0104307692307692
"102",2001-02-27 21:13:00,0.0104307692307692,0,0,0.0104307692307692
"103",2001-02-27 21:19:00,0.0104307692307692,0,0,0.0104307692307692
"104",2001-02-27 21:22:00,0.0104307692307692,0,0,0.0104307692307692
"105",2001-02-27 21:27:00,0.0104307692307692,0,0,0.0104307692307692
"106",2001-02-27 21:32:00,0.0104307692307692,0,0,0.0104307692307692
"107",2001-02-27 21:36:00,0.0104307692307692,0,0,0.0104307692307692
"108",2001-02-27 21:38:00,0.0104307692307692,0.012,0,0.0224307692307693
"109",2001-02-27 21:41:00,0.0104307692307692,0,0,0.0104307692307692
"110",2001-02-27 21:43:00,0.0104307692307692,0.012,0,0.0224307692307693
"111",2001-02-27 21:50:00,0.0104307692307692,0,0,0.0104307692307692
"112",2001-02-27 22:03:00,0.0104307692307692,0,0,0.0104307692307692
"113",2001-02-27 22:19:00,0.010430769230769,0,0,0.010430769230769
"114",2001-02-27 22:27:00,0.0104307692307692,0,0,0.0104307692307692
"115",2001-02-27 22:34:00,0.0104307692307692,0.012,0,0.0224307692307693
"116",2001-02-27 22:40:00,0.0104307692307692,0,0,0.0104307692307692
"117",2001-02-27 22:45:00,0.0104307692307692,0,0,0.0104307692307692
"118",2001-02-27 22:55:00,0.0104307692307692,0,0,0.0104307692307692
"119",2001-02-28 00:21:00,0.0104307692307692,0,0,0.0104307692307692
"120",2001-02-28 04:11:00,0.0104307692307692,0,0,0.0104307692307692
"121",2001-02-28 10:12:00,0.0104307692307692,0,0,0.0104307692307692
"122",2001-03-06 21:11:00,0.0104307692307692,0,0,0.0104307692307692
"123",2001-03-06 21:17:00,0.0104307692307692,0,0,0.0104307692307692
"124",2001-03-06 22:14:00,0.0104307692307692,0,0,0.0104307692307692
"125",2001-03-06 22:28:00,0.010430769230769,0,0,0.010430769230769
"126",2001-03-06 22:29:00,0.0104307692307692,0,0,0.0104307692307692
"127",2001-03-06 22:31:00,0.0104307692307692,0,0,0.0104307692307692
"128",2001-03-06 22:34:00,0.0104307692307692,0,0,0.0104307692307692
"129",2001-03-06 22:40:00,0.0104307692307692,0.012,0,0.0224307692307693
"130",2001-03-06 22:43:00,0.0104307692307692,0,0.012,0.0224307692307693
"131",2001-03-06 23:46:00,0.0104307692307692,0,0,0.0104307692307692
"132",2001-03-07 02:47:00,0.0104307692307692,0,0,0.0104307692307692
"133",2001-03-07 02:52:00,0.0104307692307692,0,0,0.0104307692307692
"134",2001-03-07 02:55:00,0.0104307692307692,0,0,0.0104307692307692
"135",2001-03-07 02:59:00,0.0104307692307692,0,0,0.0104307692307692
"136",2001-03-07 03:15:00,0.0104307692307692,0,0,0.0104307692307692
"137",2001-03-07 03:43:00,0.0104307692307692,0,0,0.0104307692307692
"138",2001-03-07 03:49:00,0.010430769230769,0,0,0.010430769230769
"139",2001-03-07 03:55:00,0.0104307692307692,0,0,0.0104307692307692
"140",2001-03-07 04:20:00,0.0104307692307692,0,0.012,0.0224307692307693
"141",2001-03-07 04:32:00,0.0104307692307692,0.012,0,0.0224307692307693
"142",2001-03-07 04:51:00,0.0104307692307692,0,0,0.0104307692307692
"143",2001-03-07 05:06:00,0.0104307692307692,0,0,0.0104307692307692
"144",2001-03-07 05:37:00,0.0104307692307692,0,0,0.0104307692307692
"145",2001-03-07 21:06:00,0.0104307692307692,0,0,0.0104307692307692
"146",2001-03-10 00:39:00,0.0104307692307692,0,0,0.0104307692307692
"147",2001-03-10 07:11:00,0.0104307692307692,0,0,0.0104307692307692
"148",2001-03-10 09:58:00,0.0104307692307692,0,0,0.0104307692307692
"149",2001-03-10 10:04:00,0.0104307692307692,0,0,0.0104307692307692
"150",2001-03-10 10:10:00,0.0104307692307692,0,0,0.0104307692307692
"151",2001-03-10 10:17:00,0.0104307692307692,0,0,0.0104307692307692
"152",2001-03-10 10:24:00,0.0104307692307692,0,0,0.0104307692307692
"153",2001-03-10 10:37:00,0.0104307692307692,0,0,0.0104307692307692
"154",2001-03-10 10:56:00,0.0104307692307692,0,0,0.0104307692307692
"155",2001-03-10 17:04:00,0.0104307692307692,0,0,0.0104307692307692
"156",2001-03-10 17:46:00,0.0104307692307692,0,0,0.0104307692307692
"157",2001-03-10 18:04:00,0.0104307692307692,0,0,0.0104307692307692
"158",2001-03-10 18:23:00,0.0104307692307692,0,0,0.0104307692307692
"159",2001-03-10 18:40:00,0.0104307692307692,0,0,0.0104307692307692
"160",2001-03-10 19:00:00,0.0104307692307692,0,0,0.0104307692307692
"161",2001-03-10 19:18:00,0.0104307692307692,0,0,0.0104307692307692
"162",2001-03-10 19:34:00,0.0104307692307692,0,0,0.0104307692307692
"163",2001-03-10 19:57:00,0.010430769230769,0,0,0.010430769230769
"164",2001-03-10 20:48:00,0.0104307692307692,0,0,0.0104307692307692
"165",2001-03-10 22:27:00,0.0104307692307692,0,0,0.0104307692307692
"166",2001-03-11 08:32:00,0.0104307692307692,0,0,0.0104307692307692
"167",2001-03-11 08:59:00,0.0104307692307692,0,0,0.0104307692307692
"168",2001-03-11 09:09:00,0.0104307692307692,0,0,0.0104307692307692
"169",2001-03-11 09:19:00,0.0104307692307692,0,0,0.0104307692307692
"170",2001-03-11 09:26:00,0.0104307692307692,0,0,0.0104307692307692
"171",2001-03-11 09:31:00,0.0104307692307692,0,0,0.0104307692307692
"172",2001-03-11 09:38:00,0.0104307692307692,0,0,0.0104307692307692
"173",2001-03-11 10:03:00,0.0104307692307692,0,0,0.0104307692307692
"174",2001-03-11 10:07:00,0.0104307692307692,0,0,0.0104307692307692
"175",2001-03-11 10:14:00,0.0104307692307692,0,0,0.0104307692307692
"176",2001-03-11 10:26:00,0.010430769230769,0,0,0.010430769230769
"177",2001-03-11 14:10:00,0.0104307692307692,0,0,0.0104307692307692
"178",2001-03-11 14:14:00,0.0104307692307692,0,0,0.0104307692307692
"179",2001-04-06 00:20:00,0.0104307692307692,0,0.012,0.0224307692307693
"180",2001-04-06 00:54:00,0.0104307692307692,0,0,0.0104307692307692
"181",2001-04-06 01:18:00,0.0104307692307692,0,0,0.0104307692307692
"182",2001-04-06 01:25:00,0.0104307692307692,0,0,0.0104307692307692
"183",2001-04-06 01:29:00,0.0104307692307692,0,0,0.0104307692307692
"184",2001-04-06 01:34:00,0.0104307692307692,0,0,0.0104307692307692
"185",2001-04-06 02:01:00,0.0104307692307692,0,0,0.0104307692307692
"186",2001-04-06 03:07:00,0.0104307692307692,0,0,0.0104307692307692
"187",2001-04-06 03:24:00,0.0104307692307692,0,0,0.0104307692307692
"188",2001-04-06 04:03:00,0.010430769230769,0,0,0.010430769230769
"189",2001-04-07 17:44:00,0.0104307692307692,0,0,0.0104307692307692
"190",2001-04-10 12:10:00,0.0104307692307692,0,0,0.0104307692307692
"191",2001-04-10 12:39:00,0.0104307692307692,0,0,0.0104307692307692
"192",2001-04-10 13:03:00,0.0104307692307692,0,0,0.0104307692307692
"193",2001-04-21 15:38:00,0.0104307692307692,0,0,0.0104307692307692
"194",2001-04-21 15:43:00,0.0104307692307692,0.012,0.0120000000000005,0.0344307692307697
"195",2001-04-21 15:48:00,0.0104307692307692,0,0,0.0104307692307692
"196",2001-04-21 15:56:00,0.0104307692307692,0,0,0.0104307692307692
"197",2001-05-02 17:08:00,0.0104307692307692,0.012,0,0.0224307692307693
"198",2001-05-02 17:15:00,0.0104307692307692,0,0,0.0104307692307692
"199",2001-05-02 17:29:00,0.0104307692307692,0,0,0.0104307692307692
"200",2001-05-04 18:42:00,0.0104307692307692,0,0,0.0104307692307692
"201",2001-05-04 18:45:00,0.0104307692307688,0,0,0.0104307692307688
"202",2001-05-04 19:08:00,0.0104307692307697,0,0,0.0104307692307697
"203",2001-05-13 13:53:00,0.0312923076923073,0,0,0.0312923076923073
"204",2001-05-13 13:54:00,0.0104307692307697,0,0,0.0104307692307697
"205",2001-05-13 13:57:00,0.0104307692307688,0,0,0.0104307692307688
"206",2001-05-18 22:53:00,0.0104307692307697,0,0,0.0104307692307697
"207",2001-05-18 22:55:00,0.0104307692307688,0,0,0.0104307692307688
"208",2001-05-18 22:57:00,0.0208615384615385,0,0,0.0208615384615385
"209",2001-05-18 22:59:00,0.0104307692307697,0,0,0.0104307692307697
"210",2001-05-19 07:31:00,0.0104307692307688,0,0,0.0104307692307688
"211",2001-06-26 03:00:00,0.0104307692307697,0,0,0.0104307692307697
"212",2001-06-26 03:15:00,0.0104307692307688,0,0,0.0104307692307688
"213",2001-06-26 04:10:00,0.0104307692307697,0,0,0.0104307692307697
"214",2001-06-26 04:16:00,0.0104307692307688,0,0,0.0104307692307688
"215",2001-06-26 04:21:00,0.0104307692307697,0,0,0.0104307692307697
"216",2001-06-26 04:31:00,0.0104307692307688,0.012,0,0.0224307692307688
"217",2001-06-26 04:38:00,0.0104307692307697,0,0,0.0104307692307697
"218",2001-06-26 04:50:00,0.0104307692307688,0,0,0.0104307692307688
"219",2001-07-05 15:21:00,0.0104307692307697,0,0,0.0104307692307697
"220",2001-07-05 15:31:00,0.0104307692307688,0,0,0.0104307692307688
"221",2001-07-05 15:34:00,0.0104307692307697,0,0,0.0104307692307697
"222",2001-07-05 15:35:00,0.0104307692307688,0,0,0.0104307692307688
"223",2001-07-05 16:08:00,0.0104307692307692,0,0,0.0104307692307692
"224",2001-07-05 16:09:00,0.0104307692307692,0,0,0.0104307692307692
"225",2001-07-05 16:10:00,0.0104307692307692,0,0,0.0104307692307692
"226",2001-07-05 16:11:00,0.0312923076923077,0,0,0.0312923076923077
"227",2001-07-05 16:12:00,0.0208615384615385,0,0,0.0208615384615385
"228",2001-07-05 16:13:00,0.0208615384615385,0,0,0.0208615384615385
"229",2001-07-05 16:14:00,0.0104307692307692,0,0,0.0104307692307692
"230",2001-07-06 17:26:00,0.0104307692307692,0,0,0.0104307692307692
"231",2001-07-06 17:33:00,0.0104307692307692,0,0,0.0104307692307692
"232",2001-07-06 17:35:00,0.0104307692307692,0,0,0.0104307692307692
"233",2001-07-08 16:23:00,0.0104307692307692,0,0,0.0104307692307692
"234",2001-07-08 16:30:00,0.0104307692307692,0,0,0.0104307692307692
"235",2001-07-08 16:35:00,0.0104307692307692,0.0119999999999996,0,0.0224307692307688
"236",2001-07-08 16:46:00,0.0104307692307692,0.0120000000000005,0,0.0224307692307697
"237",2001-07-08 18:58:00,0.0104307692307692,0,0,0.0104307692307692
"238",2001-07-08 19:04:00,0.0104307692307692,0,0,0.0104307692307692
"239",2001-07-08 19:21:00,0.0104307692307692,0,0,0.0104307692307692
"240",2001-07-08 19:36:00,0.0104307692307692,0,0,0.0104307692307692
"241",2001-07-10 03:38:00,0.0104307692307692,0,0,0.0104307692307692
"242",2001-07-10 03:40:00,0.0104307692307692,0,0,0.0104307692307692
"243",2001-07-10 03:42:00,0.0104307692307688,0,0,0.0104307692307688
"244",2001-07-10 03:44:00,0.0104307692307692,0,0,0.0104307692307692
"245",2001-07-10 03:49:00,0.0104307692307692,0,0,0.0104307692307692
"246",2001-07-10 03:50:00,0.0104307692307692,0,0,0.0104307692307692
"247",2001-07-10 03:52:00,0.0104307692307692,0,0,0.0104307692307692
"248",2001-07-10 03:53:00,0.0104307692307692,0,0,0.0104307692307692
"249",2001-07-10 03:55:00,0.0104307692307692,0,0,0.0104307692307692
"250",2001-07-10 03:58:00,0.0104307692307692,0,0,0.0104307692307692
"251",2001-07-10 03:59:00,0.0104307692307692,0,0,0.0104307692307692
"252",2001-07-10 04:03:00,0.0104307692307692,0,0,0.0104307692307692
"253",2001-07-10 04:18:00,0.0104307692307692,0,0,0.0104307692307692
"254",2001-07-10 04:23:00,0.0104307692307692,0,0,0.0104307692307692
"255",2001-07-10 04:26:00,0.0104307692307692,0,0,0.0104307692307692
"256",2001-07-10 04:30:00,0.0104307692307692,0,0,0.0104307692307692
"257",2001-07-10 04:36:00,0.0104307692307692,0,0,0.0104307692307692
"258",2001-07-10 04:40:00,0.0104307692307692,0,0,0.0104307692307692
"259",2001-07-10 04:47:00,0.0104307692307692,0,0,0.0104307692307692
"260",2001-07-10 04:54:00,0.0104307692307692,0,0,0.0104307692307692
"261",2001-07-10 05:06:00,0.0104307692307692,0,0,0.0104307692307692
"262",2001-07-10 05:14:00,0.0104307692307692,0,0,0.0104307692307692
"263",2001-07-10 05:26:00,0.0104307692307692,0,0,0.0104307692307692
"264",2001-07-10 05:32:00,0.0104307692307692,0,0,0.0104307692307692
"265",2001-07-10 05:41:00,0.0104307692307692,0,0,0.0104307692307692
"266",2001-07-10 05:45:00,0.0104307692307692,0.012,0,0.0224307692307693
"267",2001-07-10 05:52:00,0.0104307692307692,0.012,0,0.0224307692307693
"268",2001-07-14 17:21:00,0.0104307692307692,0,0,0.0104307692307692
"269",2001-07-14 20:39:00,0.0104307692307688,0,0,0.0104307692307688
"270",2001-07-14 22:20:00,0.0104307692307697,0,0,0.0104307692307697
"271",2001-07-15 01:21:00,0.0104307692307688,0,0,0.0104307692307688
"272",2001-07-15 01:24:00,0.0104307692307697,0,0,0.0104307692307697
"273",2001-07-25 12:25:00,0.0104307692307688,0,0,0.0104307692307688
"274",2001-07-25 12:28:00,0.0104307692307697,0,0,0.0104307692307697
"275",2001-07-25 12:34:00,0.0104307692307688,0,0,0.0104307692307688
"276",2001-07-25 12:35:00,0.0104307692307697,0,0,0.0104307692307697
"277",2001-07-25 12:38:00,0.0104307692307688,0,0,0.0104307692307688
"278",2001-07-25 12:42:00,0.0104307692307697,0,0,0.0104307692307697
"279",2001-07-25 12:54:00,0.0104307692307688,0,0,0.0104307692307688
"280",2001-07-25 13:31:00,0.0104307692307697,0,0,0.0104307692307697
"281",2001-08-03 15:14:00,0.0104307692307688,0,0,0.0104307692307688
"282",2001-08-03 15:15:00,0.0208615384615385,0,0,0.0208615384615385
"283",2001-08-03 15:16:00,0.0625846153846155,0,0,0.0625846153846155
"284",2001-08-03 15:17:00,0.0730153846153843,0,0,0.0730153846153843
"285",2001-08-03 15:18:00,0.0312923076923082,0,0,0.0312923076923082
"286",2001-08-03 15:19:00,0.041723076923077,0,0,0.041723076923077
"287",2001-08-03 15:20:00,0.0312923076923073,0,0,0.0312923076923073
"288",2001-08-03 15:21:00,0.0104307692307697,0,0,0.0104307692307697
"289",2001-08-03 15:22:00,0.0104307692307688,0,0,0.0104307692307688
"290",2001-08-03 15:26:00,0.0104307692307697,0,0,0.0104307692307697
"291",2001-08-04 13:28:00,0.0104307692307688,0,0,0.0104307692307688
"292",2001-08-04 13:30:00,0.0208615384615385,0,0,0.0208615384615385
"293",2001-08-04 13:35:00,0.0104307692307697,0,0,0.0104307692307697
"294",2001-08-04 13:46:00,0.0104307692307688,0,0,0.0104307692307688
"295",2001-08-04 13:51:00,0.0104307692307697,0,0,0.0104307692307697
"296",2001-08-04 13:52:00,0.0104307692307688,0,0,0.0104307692307688
"297",2001-08-04 13:56:00,0.0104307692307697,0,0,0.0104307692307697
"298",2001-08-04 14:08:00,0.0104307692307688,0,0,0.0104307692307688
"299",2001-08-04 14:30:00,0.0104307692307692,0,0,0.0104307692307692
"300",2001-08-04 14:32:00,0.0104307692307692,0,0,0.0104307692307692
"301",2001-08-04 14:33:00,0.0104307692307692,0,0,0.0104307692307692
"302",2001-08-04 14:34:00,0.0104307692307692,0,0,0.0104307692307692
"303",2001-08-04 14:35:00,0.0104307692307692,0,0,0.0104307692307692
"304",2001-08-04 14:37:00,0.0104307692307692,0,0,0.0104307692307692
"305",2001-08-04 14:42:00,0.0104307692307692,0,0,0.0104307692307692
"306",2001-08-04 14:55:00,0.0104307692307692,0,0,0.0104307692307692
"307",2001-08-04 14:59:00,0.0104307692307692,0,0,0.0104307692307692
"308",2001-08-04 15:01:00,0.0104307692307692,0,0,0.0104307692307692
"309",2001-08-04 15:05:00,0.0104307692307692,0,0,0.0104307692307692
"310",2001-08-04 20:03:00,0.0104307692307692,0,0,0.0104307692307692
"311",2001-08-08 06:07:00,0.0104307692307692,0,0,0.0104307692307692
"312",2001-08-13 03:04:00,0.0104307692307692,0,0,0.0104307692307692
"313",2001-08-13 03:11:00,0.0104307692307692,0,0,0.0104307692307692
"314",2001-08-13 03:23:00,0.0104307692307692,0,0,0.0104307692307692
"315",2001-08-13 03:25:00,0.0104307692307692,0,0,0.0104307692307692
"316",2001-08-13 03:26:00,0.0208615384615385,0,0,0.0208615384615385
"317",2001-08-13 03:27:00,0.0208615384615385,0,0,0.0208615384615385
"318",2001-08-13 03:28:00,0.0312923076923077,0,0,0.0312923076923077
"319",2001-08-13 03:29:00,0.020861538461538,0.0120000000000005,0,0.0328615384615385
"320",2001-08-13 03:30:00,0.0104307692307692,0,0,0.0104307692307692
"321",2001-08-13 03:31:00,0.0208615384615385,0,0,0.0208615384615385
"322",2001-08-13 03:32:00,0.0312923076923077,0,0,0.0312923076923077
"323",2001-08-13 03:33:00,0.0312923076923077,0,0,0.0312923076923077
"324",2001-08-13 03:34:00,0.0208615384615385,0,0,0.0208615384615385
"325",2001-08-13 03:35:00,0.0208615384615385,0,0,0.0208615384615385
"326",2001-08-13 03:36:00,0.041723076923077,0,0,0.041723076923077
"327",2001-08-13 03:37:00,0.041723076923077,0,0,0.041723076923077
"328",2001-08-13 03:38:00,0.0417230769230765,0,0,0.0417230769230765
"329",2001-08-13 03:39:00,0.0104307692307697,0,0,0.0104307692307697
"330",2001-08-13 03:40:00,0.0104307692307688,0,0,0.0104307692307688
"331",2001-08-13 03:42:00,0.0104307692307697,0,0,0.0104307692307697
"332",2001-08-13 03:46:00,0.0104307692307688,0,0,0.0104307692307688
"333",2001-08-13 03:48:00,0.0104307692307697,0.0119999999999996,0,0.0224307692307693
"334",2001-08-13 03:50:00,0.0104307692307688,0.0119999999999996,0,0.0224307692307684
"335",2001-08-13 03:54:00,0.0104307692307697,0.0360000000000005,0,0.0464307692307702
"336",2001-08-13 04:02:00,0.0104307692307688,0.0120000000000005,0,0.0224307692307693
"337",2001-08-13 04:09:00,0.0104307692307692,0.0120000000000005,0,0.0224307692307697
"338",2001-08-13 04:15:00,0.0104307692307692,0,0,0.0104307692307692
"339",2001-08-13 04:21:00,0.0104307692307692,0.0119999999999996,0,0.0224307692307688
"340",2001-08-13 04:43:00,0.0104307692307692,0,0,0.0104307692307692
"341",2001-08-13 05:37:00,0.0104307692307692,0,0,0.0104307692307692
"342",2001-08-13 06:33:00,0.0104307692307692,0,0,0.0104307692307692
"343",2001-08-13 06:47:00,0.0104307692307692,0,0,0.0104307692307692
"344",2001-08-13 12:34:00,0.0104307692307692,0,0,0.0104307692307692
"345",2001-08-13 12:42:00,0.0104307692307692,0,0,0.0104307692307692
"346",2001-08-13 12:51:00,0.0104307692307692,0,0,0.0104307692307692
"347",2001-08-13 12:55:00,0.0104307692307692,0,0,0.0104307692307692
"348",2001-08-13 12:57:00,0.0104307692307692,0,0,0.0104307692307692
"349",2001-08-13 13:01:00,0.0104307692307692,0,0,0.0104307692307692
"350",2001-08-14 04:12:00,0.0104307692307692,0,0,0.0104307692307692
"351",2001-08-21 21:42:00,0.0104307692307692,0,0,0.0104307692307692
"352",2001-08-21 22:29:00,0.0104307692307692,0,0,0.0104307692307692
"353",2001-08-21 22:37:00,0.0104307692307692,0,0,0.0104307692307692
"354",2001-08-21 22:39:00,0.0104307692307684,0,0.0120000000000005,0.0224307692307688
"355",2001-08-21 22:41:00,0.0104307692307701,0,0,0.0104307692307701
"356",2001-08-21 22:46:00,0.0104307692307692,0,0,0.0104307692307692
"357",2001-08-29 15:04:00,0.0104307692307692,0,0,0.0104307692307692
"358",2001-08-29 15:08:00,0.0104307692307684,0,0,0.0104307692307684
"359",2001-08-29 15:09:00,0.0208615384615394,0,0,0.0208615384615394
"360",2001-08-29 15:10:00,0.0104307692307692,0,0,0.0104307692307692
"361",2001-08-29 15:12:00,0.0208615384615385,0,0,0.0208615384615385
"362",2001-08-29 16:07:00,0.0104307692307692,0,0,0.0104307692307692
"363",2001-09-16 11:49:00,0.0104307692307692,0,0,0.0104307692307692
"364",2001-09-16 11:52:00,0.0104307692307684,0,0,0.0104307692307684
